,artist_name,track_name,release_date,genre,len,topic,age
1052,sam cooke,under paris skies,1960,pop,51,sadness,0.857142857142857
1054,patti page,mockin' bird hill,1960,pop,38,music,0.857142857142857
1056,sam cooke,secret love,1960,pop,26,sadness,0.857142857142857
1057,sam cooke,venus,1960,pop,35,romantic,0.857142857142857
1059,the flamingos,bridge of tears,1960,pop,52,sadness,0.857142857142857
1061,patti page,cross over the bridge,1960,pop,97,world/life,0.857142857142857
1064,connie francis,return to me,1960,pop,54,world/life,0.857142857142857
1065,sam cooke,the song from moulin rouge,1960,pop,40,sadness,0.857142857142857
1066,sam cooke,you're nobody til somebody loves you,1960,pop,32,world/life,0.857142857142857
1068,neil sedaka,all the words in the world,1960,pop,75,world/life,0.857142857142857
1073,dion & the belmonts,all the things you are,1960,pop,76,romantic,0.857142857142857
1074,sam cooke,the great pretender,1960,pop,51,sadness,0.857142857142857
1075,patti page,i went to your wedding,1960,pop,53,sadness,0.857142857142857
1076,brenda lee,heading home,1960,pop,47,sadness,0.857142857142857
1082,brook benton,fools rush in,1960,pop,61,sadness,0.857142857142857
1084,frankie avalon,i'll wait for you,1960,pop,21,romantic,0.857142857142857
1087,sam cooke,mona lisa,1960,pop,34,sadness,0.857142857142857
1094,sam cooke,falling in love,1960,pop,27,sadness,0.857142857142857
1095,johnny burnette,cincinnati fireball,1960,pop,84,romantic,0.857142857142857
1098,neil sedaka,don't lead me on,1960,pop,28,world/life,0.857142857142857
1101,dion & the belmonts,swinging on a star,1960,pop,71,obscene,0.857142857142857
1102,joan baez,mary hamilton,1960,pop,106,violence,0.857142857142857
1104,chubby checker,the jet,1961,pop,22,violence,0.842857142857143
1105,andy williams,i'm old fashioned,1961,pop,65,music,0.842857142857143
1106,andy williams,"come to me, bend to me",1961,pop,73,violence,0.842857142857143
1111,bobby darin,just friends,1961,pop,36,sadness,0.842857142857143
1112,the everly brothers,my mammy,1961,pop,53,sadness,0.842857142857143
1117,brenda lee,cry,1961,pop,39,music,0.842857142857143
1122,the shirelles,blue holiday,1961,pop,43,music,0.842857142857143
1126,bobby vee,mister sandman,1961,pop,91,music,0.842857142857143
1129,brian hyland,paper doll,1961,pop,44,obscene,0.842857142857143
1131,ben e. king,"love me, love me",1961,pop,35,night/time,0.842857142857143
1137,the shirelles,the dance is over,1961,pop,176,obscene,0.842857142857143
1138,judy collins,maid of constant sorrow,1961,pop,41,world/life,0.842857142857143
1140,the miracles,a heart like mine,1961,pop,38,sadness,0.842857142857143
1141,the miracles,don't leave me,1961,pop,46,sadness,0.842857142857143
1143,del shannon,the search,1961,pop,6,music,0.842857142857143
1146,andy williams,the twelfth of never,1961,pop,60,romantic,0.842857142857143
1153,bobby vee,long lonely nights,1961,pop,97,violence,0.842857142857143
1155,brian hyland,baby face,1961,pop,54,sadness,0.842857142857143
1157,connie francis,how long has this been going on,1961,pop,29,sadness,0.842857142857143
1159,little richard,joy joy joy,1961,pop,45,sadness,0.842857142857143
1160,bobby vee,light infatuation,1961,pop,51,world/life,0.842857142857143
1163,bobby vee,how many tears,1961,pop,61,sadness,0.842857142857143
1167,shirley bassey,love is a many splendored thing,1961,pop,44,romantic,0.842857142857143
1168,the everly brothers,when i grow too old to dream,1961,pop,29,world/life,0.842857142857143
1171,the shirelles,it's mine,1961,pop,42,sadness,0.842857142857143
1173,the shirelles,what a sweet thing that was,1961,pop,62,romantic,0.842857142857143
1174,johnny burnette,mona lisa,1961,pop,45,sadness,0.842857142857143
1177,johnny burnette,oh lonesome me,1961,pop,52,music,0.842857142857143
1178,sue thompson,paper tiger,1961,pop,63,obscene,0.842857142857143
1180,les paul,am i blue,1961,pop,16,music,0.842857142857143
1182,najat al saghira,إلى حبيبى تسجيل حفلة,1961,pop,91,obscene,0.842857142857143
1183,les paul,your cheatin' heart,1961,pop,63,sadness,0.842857142857143
1186,bobby darin,long ago and far away,1961,pop,39,night/time,0.842857142857143
1187,bobby darin,the more i see you,1961,pop,50,world/life,0.842857142857143
1195,the everly brothers,bully of the town,1961,pop,49,obscene,0.842857142857143
1196,the everly brothers,muskrat,1961,pop,52,world/life,0.842857142857143
1199,the everly brothers,"hi-lili, hi-lo",1961,pop,19,music,0.842857142857143
1201,sam cooke,the song is ended (but the melody lingers on),1961,pop,44,music,0.842857142857143
1203,roy orbison,blue avenue,1961,pop,40,music,0.842857142857143
1204,roy orbison,rock house,1961,pop,37,music,0.842857142857143
1205,jerry lee lewis,hello josephine,1961,pop,41,world/life,0.842857142857143
1211,ben e. king,perfidia,1961,pop,44,sadness,0.842857142857143
1213,the marvelettes,so long baby,1961,pop,76,night/time,0.842857142857143
1214,mary wells,i'm gonna stay,1961,pop,86,night/time,0.842857142857143
1215,bobby vee,earth angel,1961,pop,54,sadness,0.842857142857143
1218,steve lawrence,footsteps,1961,pop,35,sadness,0.842857142857143
1220,sam cooke,they call the wind maria,1961,pop,58,music,0.842857142857143
1221,roy orbison,i'm hurtin',1961,pop,32,sadness,0.842857142857143
1223,del shannon,misery,1961,pop,40,world/life,0.842857142857143
1225,lavern baker,saved,1961,pop,127,world/life,0.842857142857143
1227,chubby checker,the watusi,1961,pop,110,obscene,0.842857142857143
1228,sam cooke,you belong o me,1961,pop,44,music,0.842857142857143
1230,sam cooke,if i had you (i'd be happy),1961,pop,18,music,0.842857142857143
1234,bobby vee,lollipop,1961,pop,56,obscene,0.842857142857143
1240,brenda lee,dum dum,1961,pop,42,music,0.842857142857143
1241,dee clark,raindrops,1961,pop,57,sadness,0.842857142857143
1242,roy orbison,(i'd be) a legend in my time,1961,pop,35,world/life,0.842857142857143
1249,ben e. king,come closer to me,1961,pop,33,romantic,0.842857142857143
1250,dion,life is but a dream,1961,pop,32,world/life,0.842857142857143
1252,sam cooke,"swing low, sweet chariot",1961,pop,31,music,0.842857142857143
1255,johnny burnette,you're sixteen,1961,pop,48,romantic,0.842857142857143
1256,bobby vee,rubber ball,1961,pop,133,obscene,0.842857142857143
1257,sam cooke,you're always on my mind,1961,pop,25,sadness,0.842857142857143
1261,dion,dream lover,1961,pop,73,romantic,0.842857142857143
1265,roy orbison,only the lonely,1961,pop,19,sadness,0.842857142857143
1266,del shannon,runaway,1961,pop,46,sadness,0.842857142857143
1275,harry belafonte,angelina,1961,pop,60,music,0.842857142857143
1276,dion,lonely teenager,1961,pop,44,sadness,0.842857142857143
1277,bobby vee,more than i can say,1961,pop,33,world/life,0.842857142857143
1279,bobby darin,it had to be you,1961,pop,31,world/life,0.842857142857143
1280,dion,the majestic,1961,pop,61,obscene,0.842857142857143
1282,jerry butler,he will break your heart,1961,pop,56,sadness,0.842857142857143
1287,roy orbison,raindrops,1961,pop,42,sadness,0.842857142857143
1288,brenda lee,emotions,1961,pop,34,sadness,0.842857142857143
1289,dion,lonely world,1961,pop,62,world/life,0.842857142857143
1291,roy orbison,i can't stop loving you,1961,pop,44,sadness,0.842857142857143
1293,the marvelettes,happy days,1961,pop,45,world/life,0.842857142857143
1297,roy orbison,devil doll,1961,pop,36,sadness,0.842857142857143
1301,del shannon,jody,1961,pop,17,music,0.842857142857143
1303,les paul,"goodnight, irene",1961,pop,26,world/life,0.842857142857143
1304,brenda lee,will you love me tomorrow,1961,pop,30,night/time,0.842857142857143
1308,dion,my one and only love,1961,pop,48,romantic,0.842857142857143
1310,the shirelles,you don't want my love,1961,pop,62,violence,0.842857142857143
1313,roy orbison,this kind of love,1961,pop,26,world/life,0.842857142857143
1315,roy orbison,sweet and easy to love,1961,pop,38,romantic,0.842857142857143
1317,dee clark,nobody but you,1961,pop,37,romantic,0.842857142857143
1321,jerry lee lewis,"cold, cold heart",1961,pop,56,sadness,0.842857142857143
1322,the miracles,won't you take me back,1961,pop,29,sadness,0.842857142857143
1331,andy williams,tammy,1961,pop,35,romantic,0.842857142857143
1336,johnny burnette,dream lover,1961,pop,138,romantic,0.842857142857143
1339,andy williams,danny boy,1961,pop,36,violence,0.842857142857143
1340,harry belafonte,bally mena,1961,pop,114,violence,0.842857142857143
1345,frankie laine,wanted man,1961,pop,71,violence,0.842857142857143
1347,brenda lee,when i fall in love,1961,pop,26,sadness,0.842857142857143
1350,harry belafonte,land of the sea and sun,1961,pop,37,world/life,0.842857142857143
1351,roy orbison,twenty-two days,1961,pop,56,sadness,0.842857142857143
1352,sam cooke,out in the cold again,1961,pop,39,sadness,0.842857142857143
1354,sam cooke,but not for me,1961,pop,26,sadness,0.842857142857143
1355,mary wells,please forgive me,1961,pop,22,world/life,0.842857142857143
1356,brian hyland,angel in my heart,1961,pop,59,sadness,0.842857142857143
1359,del shannon,day dreams,1961,pop,20,sadness,0.842857142857143
1360,the marvelettes,oh i apologize,1961,pop,8,violence,0.842857142857143
1361,dee clark,hey little girl,1961,pop,92,obscene,0.842857142857143
1362,dion,fools rush in,1961,pop,48,sadness,0.842857142857143
1364,chubby checker,the stroll,1961,pop,123,music,0.842857142857143
1367,mary wells,bad boy,1961,pop,33,sadness,0.842857142857143
1371,dion,havin' fun,1961,pop,34,sadness,0.842857142857143
1378,eddie cochran,cherished memories,1962,pop,31,sadness,0.828571428571429
1385,bobby darin,i'll be there,1962,pop,31,romantic,0.828571428571429
1388,bobby darin,blue skies,1962,pop,52,music,0.828571428571429
1389,dion,lost for sure,1962,pop,72,violence,0.828571428571429
1395,the marvelettes,you should know,1962,pop,86,sadness,0.828571428571429
1398,eddie cochran,love again,1962,pop,19,sadness,0.828571428571429
1401,shelley fabares,"hi-lilli, hi-lo",1962,pop,46,music,0.828571428571429
1407,the lettermen,dreamer,1962,pop,29,romantic,0.828571428571429
1408,mary wells,two wrongs don't make a right,1962,pop,56,sadness,0.828571428571429
1410,eddie cochran,lonely,1962,pop,30,sadness,0.828571428571429
1414,eddie cochran,little angel,1962,pop,30,sadness,0.828571428571429
1415,the supremes,your heart belongs to me,1962,pop,48,sadness,0.828571428571429
1416,eddie cochran,boll weevil song,1962,pop,69,music,0.828571428571429
1417,timi yuro,what's a matter baby (is it hurting you),1962,pop,57,sadness,0.828571428571429
1432,the lettermen,blueberry hill,1962,pop,25,romantic,0.828571428571429
1433,little eva,run to her,1962,pop,32,romantic,0.828571428571429
1434,dion,king without a queen,1962,pop,53,world/life,0.828571428571429
1435,pat boone,remember you're mine,1962,pop,47,romantic,0.828571428571429
1438,cliff richard & the shadows,lessons in love,1962,pop,30,romantic,0.828571428571429
1439,shelley fabares,breaking up is hard to do,1962,pop,33,sadness,0.828571428571429
1445,pat boone,if dreams came true,1962,pop,53,romantic,0.828571428571429
1446,pat boone,don't forbid me,1962,pop,58,romantic,0.828571428571429
1450,roy orbison,(i get so) sentimental,1962,pop,34,sadness,0.828571428571429
1451,chubby checker,the hucklebuck,1962,pop,70,obscene,0.828571428571429
1453,pat boone,ain't that a shame,1962,pop,28,sadness,0.828571428571429
1458,bobby vee,run to him,1962,pop,34,romantic,0.828571428571429
1466,bobby darin,always,1962,pop,25,world/life,0.828571428571429
1467,the marvelettes,(i've got to) cry over you,1962,pop,77,sadness,0.828571428571429
1469,johnny tillotson,earth angel,1962,pop,30,sadness,0.828571428571429
1470,little eva,sharing you,1962,pop,18,sadness,0.828571428571429
1471,little eva,uptown,1962,pop,176,obscene,0.828571428571429
1472,dee dee sharp,i sold my heart to the junkman,1962,pop,89,sadness,0.828571428571429
1474,jerry vale,you alone (solo tu),1962,pop,38,romantic,0.828571428571429
1476,cliff richard,(it's) wonderful to be young,1962,pop,32,world/life,0.828571428571429
1478,the orlons,let me in,1962,pop,115,violence,0.828571428571429
1480,gene chandler,baby that's love,1962,pop,51,sadness,0.828571428571429
1481,gene chandler,so many ways,1962,pop,52,romantic,0.828571428571429
1482,gene chandler,from day to day,1962,pop,35,violence,0.828571428571429
1483,roy orbison,night life,1962,pop,54,world/life,0.828571428571429
1485,ben e. king,here comes the night,1962,pop,50,night/time,0.828571428571429
1489,gene chandler,you left me,1962,pop,80,sadness,0.828571428571429
1490,the supremes,never again,1962,pop,17,sadness,0.828571428571429
1491,the supremes,play a sad song,1962,pop,55,sadness,0.828571428571429
1493,the shirelles,big john (ain't you gonna marry me),1962,pop,63,obscene,0.828571428571429
1502,shelley fabares,love letters,1962,pop,36,night/time,0.828571428571429
1507,johnny tillotson,dreamy eyes,1962,pop,45,romantic,0.828571428571429
1508,bobby darin,all by myself,1962,pop,58,violence,0.828571428571429
1509,andy williams,a fool never learns,1962,pop,69,sadness,0.828571428571429
1510,chris montez,you're the one,1962,pop,7,world/life,0.828571428571429
1513,shelley fabares,true love,1962,pop,18,romantic,0.828571428571429
1514,shelley fabares,sealed with a kiss,1962,pop,50,romantic,0.828571428571429
1516,glen campbell,one hundred miles away from home,1962,pop,50,music,0.828571428571429
1517,bobby vee,walkin' with my angel,1962,pop,41,obscene,0.828571428571429
1518,bobby vee,sharing you,1962,pop,21,sadness,0.828571428571429
1519,brenda lee,only you (and you alone),1962,pop,18,romantic,0.828571428571429
1521,chris montez,rocking blues,1962,pop,25,music,0.828571428571429
1522,andy williams,your song,1962,pop,64,world/life,0.828571428571429
1524,dion,donna the prima donna,1962,pop,92,sadness,0.828571428571429
1527,georgie fame,the ballad of bonnie & clyde,1962,pop,80,violence,0.828571428571429
1528,ben e. king,ecstasy,1962,pop,56,world/life,0.828571428571429
1531,roy orbison,let's make a memory,1962,pop,44,sadness,0.828571428571429
1533,bob dylan,"baby, let me follow you down",1962,pop,55,world/life,0.828571428571429
1535,the shirelles,soldier boy,1962,pop,24,romantic,0.828571428571429
1540,mary wells,you're my desire,1962,pop,22,romantic,0.828571428571429
1543,roy orbison,the great pretender,1962,pop,53,sadness,0.828571428571429
1545,dion,"tonight, tonight",1962,pop,54,romantic,0.828571428571429
1554,smokey robinson & the miracles,what's so good about goodbye,1962,pop,65,romantic,0.828571428571429
1556,roy orbison,evergreen,1962,pop,35,music,0.828571428571429
1557,johnny tillotson,take good care of her,1962,pop,49,feelings,0.828571428571429
1560,"peter, paul and mary",if i had a hammer,1962,pop,59,music,0.828571428571429
1562,andy williams,three coins in the fountain,1962,pop,37,sadness,0.828571428571429
1564,andy williams,love is a many-splendored thing,1962,pop,44,romantic,0.828571428571429
1571,andy williams,tonight,1962,pop,33,night/time,0.828571428571429
1573,roy orbison,love hurts,1962,pop,44,sadness,0.828571428571429
1574,bobby vinton,long lonely nights,1962,pop,62,sadness,0.828571428571429
1579,bobby vinton,sealed with a kiss,1962,pop,50,romantic,0.828571428571429
1580,roy orbison,it's over,1962,pop,34,sadness,0.828571428571429
1581,bobby vinton,roses are red (my love),1962,pop,59,music,0.828571428571429
1582,the everly brothers,crying in the rain,1962,pop,46,sadness,0.828571428571429
1583,bobby vinton,mr. lonely,1962,pop,34,sadness,0.828571428571429
1588,ben e. king,stand by me,1962,pop,19,violence,0.828571428571429
1591,roy orbison,crying,1962,pop,20,sadness,0.828571428571429
1600,bobby vinton,blue on blue,1962,pop,67,music,0.828571428571429
1606,bobby vinton,over and over,1962,pop,7,world/life,0.828571428571429
1610,andy williams,the impossible dream (the quest),1962,pop,54,violence,0.828571428571429
